date,series_id,target,price_feature,competitor_price_feature,discount,holiday_promo,seasonality,demand_forecast,units_ordered
2023-02-02,S001_P0001,195,71.03,73.41,0,1,,181.81,27
2023-02-03,S001_P0001,279,15.74,15.03,20,0,,125.49,74
2023-02-04,S001_P0001,142,86.69,87.32,15,1,,35.19,109
2023-02-05,S001_P0001,329,45.58,48.46,5,1,,62.29,68
2023-02-06,S001_P0001,280,40.45,41.47,10,0,,215.07,130
2023-02-07,S001_P0001,464,45.39,45.75,0,0,,168.27,166
2023-02-08,S001_P0001,490,93.8,90.83,5,0,,150.68,93
2023-02-09,S001_P0001,480,97.02,92.83,0,0,,239.54,36
2023-02-10,S001_P0001,376,43.14,46.84,15,1,,134.66,164
2023-02-11,S001_P0001,443,96.44,92.63,10,0,,358.19,26
2023-02-12,S001_P0001,384,23.02,24.44,0,1,,337.95,102
2023-02-13,S001_P0001,348,55.69,59.96,20,1,,358.59,74
2023-02-14,S001_P0001,253,69.66,73.48,10,0,,126.0,107
2023-02-15,S001_P0001,308,52.06,56.55,15,0,,262.21,151
2023-02-16,S001_P0001,293,58.05,54.44,15,0,,187.12,27
2023-02-17,S001_P0001,464,79.76,80.74,5,0,,167.02,34
2023-02-18,S001_P0001,110,83.61,87.77,20,1,,88.03,40
2023-02-19,S001_P0001,454,90.0,93.95,15,0,,35.08,136
2023-02-20,S001_P0001,438,60.72,60.44,5,0,,89.27,189
2023-02-21,S001_P0001,198,85.54,84.22,0,0,,93.46,101
2023-02-22,S001_P0001,133,73.23,71.56,10,1,,92.68,174
2023-02-23,S001_P0001,317,70.85,72.32,15,1,,240.42,124
2023-02-24,S001_P0001,183,36.88,34.03,15,0,,57.19,84
2023-02-25,S001_P0001,127,88.58,83.74,10,1,,89.64,108
2023-02-26,S001_P0001,464,89.52,90.6,5,1,,241.98,74
2023-02-27,S001_P0001,420,83.93,83.91,10,0,,78.3,27
2023-02-28,S001_P0001,270,48.07,46.59,5,1,,259.3,178
2023-03-01,S001_P0001,461,20.6,23.83,20,1,,35.98,33
2023-03-02,S001_P0001,399,90.41,88.95,10,1,,168.42,194
2023-03-03,S001_P0001,365,28.24,23.73,10,1,,274.64,124
2023-03-04,S001_P0001,226,12.41,7.73,0,0,,166.88,111
2023-03-05,S001_P0001,278,36.8,39.84,5,1,,169.71,115
2023-03-06,S001_P0001,479,61.0,64.5,20,0,,447.29,121
2023-03-07,S001_P0001,499,95.27,99.52,20,1,,37.28,173
2023-03-08,S001_P0001,349,81.16,83.02,5,0,,277.99,42
2023-03-09,S001_P0001,80,69.64,70.57,5,0,,18.39,114
2023-03-10,S001_P0001,359,49.16,52.19,15,1,,148.16,74
2023-03-11,S001_P0001,304,95.88,91.55,5,1,,79.44,105
2023-03-12,S001_P0001,449,85.73,83.07,10,0,,382.38,156
2023-03-13,S001_P0001,91,56.83,55.77,10,0,,23.91,169
2023-03-14,S001_P0001,186,76.36,76.19,0,1,,8.3,187
2023-03-15,S001_P0001,72,87.44,86.35,15,0,,47.86,122
2023-03-16,S001_P0001,57,83.0,79.14,20,0,,58.35,185
2023-03-17,S001_P0001,413,19.03,14.79,5,0,,111.79,54
2023-03-18,S001_P0001,104,18.54,16.58,15,1,,54.81,37
2023-03-19,S001_P0001,339,22.41,24.63,0,0,,251.54,47
2023-03-20,S001_P0001,280,20.27,19.51,0,1,,27.78,189
2023-03-21,S001_P0001,318,96.74,95.75,20,1,,29.18,76
2023-03-22,S001_P0001,341,50.97,50.25,0,1,,265.24,65
2023-03-23,S001_P0001,126,48.99,47.32,20,1,,15.89,163
2023-03-24,S001_P0001,471,51.46,54.69,5,0,,252.08,65
2023-03-25,S001_P0001,495,86.51,83.4,20,1,,384.54,45
2023-03-26,S001_P0001,447,97.07,100.61,15,0,,288.07,149
2023-03-27,S001_P0001,279,35.09,33.32,5,0,,89.78,148
2023-03-28,S001_P0001,366,10.7,7.19,15,1,,357.8,200
2023-03-29,S001_P0001,178,87.21,84.35,0,1,,176.47,35
2023-03-30,S001_P0001,166,58.13,60.74,10,1,,52.97,80
2023-03-31,S001_P0001,351,85.99,90.47,20,0,,163.71,161
2023-04-01,S001_P0001,499,35.65,39.74,15,1,,311.8,122
2023-04-02,S001_P0001,470,49.55,52.76,0,0,,332.15,160
2023-04-03,S001_P0001,382,58.38,59.41,5,1,,233.55,112
2023-04-04,S001_P0001,188,40.16,38.61,20,1,,107.15,25
2023-04-05,S001_P0001,370,16.43,17.32,10,1,,117.97,97
2023-04-06,S001_P0001,329,55.17,53.14,0,1,,264.29,142
2023-04-07,S001_P0001,184,35.07,37.07,5,0,,49.84,179
2023-04-08,S001_P0001,78,74.81,74.06,20,1,,24.34,133
2023-04-09,S001_P0001,65,33.0,36.59,15,0,,28.72,54
2023-04-10,S001_P0001,364,47.59,50.86,0,0,,40.76,100
2023-04-11,S001_P0001,64,36.36,34.85,0,0,,77.97,61
2023-04-12,S001_P0001,368,13.44,11.85,15,0,,235.78,66
2023-04-13,S001_P0001,231,20.6,18.44,5,1,,22.25,198
2023-04-14,S001_P0001,486,37.13,34.55,5,0,,375.28,190
2023-04-15,S001_P0001,187,34.42,36.53,0,0,,101.31,158
2023-04-16,S001_P0001,330,61.02,60.32,20,0,,119.64,189
2023-04-17,S001_P0001,332,13.85,14.94,0,1,,82.49,110
2023-04-18,S001_P0001,92,95.48,95.36,15,1,,62.79,116
2023-04-19,S001_P0001,66,74.03,71.97,5,1,,26.91,187
2023-04-20,S001_P0001,419,68.59,65.66,10,0,,91.26,132
2023-04-21,S001_P0001,379,74.42,71.61,0,0,,143.13,169
2023-04-22,S001_P0001,375,75.0,73.81,15,0,,114.68,179
2023-04-23,S001_P0001,396,26.02,22.06,10,0,,60.57,37
2023-04-24,S001_P0001,54,68.76,67.66,0,0,,32.97,159
2023-04-25,S001_P0001,217,58.65,57.71,10,1,,159.74,168
2023-04-26,S001_P0001,438,59.44,58.9,20,1,,386.22,84
2023-04-27,S001_P0001,232,20.22,18.0,20,1,,216.53,101
2023-04-28,S001_P0001,277,36.91,39.82,10,1,,139.3,147
2023-04-29,S001_P0001,217,99.67,98.05,5,1,,18.1,104
2023-04-30,S001_P0001,145,96.29,98.47,20,0,,8.2,190
2023-05-01,S001_P0001,233,37.36,35.27,15,0,,3.09,171
2023-05-02,S001_P0001,324,49.62,53.91,10,0,,298.25,115
2023-05-03,S001_P0001,382,75.78,70.96,20,1,,67.63,126
2023-05-04,S001_P0001,428,26.12,30.49,20,1,,187.5,131
2023-05-05,S001_P0001,153,61.25,60.47,15,1,,69.59,124
2023-05-06,S001_P0001,54,51.5,50.77,20,0,,21.62,110
2023-05-07,S001_P0001,90,35.55,31.47,5,1,,35.65,158
2023-05-08,S001_P0001,135,94.08,91.55,5,0,,18.21,66
2023-05-09,S001_P0001,262,24.96,28.98,10,0,,11.17,45
2023-05-10,S001_P0001,355,18.9,23.51,20,0,,198.59,67
2023-05-11,S001_P0001,73,11.45,14.62,15,1,,23.37,56
2023-05-12,S001_P0001,168,12.64,10.81,10,0,,117.62,105
2023-05-13,S001_P0001,316,26.12,23.03,15,0,,284.71,104
2023-05-14,S001_P0001,107,22.22,20.78,0,1,,63.52,29
2023-05-15,S001_P0001,187,55.08,53.0,5,0,,33.81,56
2023-05-16,S001_P0001,390,92.97,88.09,10,0,,275.38,110
2023-05-17,S001_P0001,237,52.87,47.92,10,0,,210.39,53
2023-05-18,S001_P0001,181,81.44,83.55,0,1,,166.13,95
2023-05-19,S001_P0001,485,89.06,90.47,0,1,,158.62,166
2023-05-20,S001_P0001,494,33.99,34.2,20,1,,300.86,139
2023-05-21,S001_P0001,96,83.18,87.89,10,0,,98.74,63
2023-05-22,S001_P0001,84,55.38,50.8,20,0,,65.54,149
2023-05-23,S001_P0001,68,94.33,93.54,20,0,,45.99,87
2023-05-24,S001_P0001,226,75.71,74.8,5,0,,94.61,106
2023-05-25,S001_P0001,77,64.64,66.46,5,1,,71.93,129
2023-05-26,S001_P0001,208,26.36,22.18,10,1,,66.17,31
2023-05-27,S001_P0001,69,85.15,82.59,10,0,,48.63,83
2023-05-28,S001_P0001,186,92.35,94.68,10,1,,122.5,149
2023-05-29,S001_P0001,201,64.69,67.47,5,1,,165.27,38
2023-05-30,S001_P0001,320,50.24,46.1,20,1,,18.92,73
2023-05-31,S001_P0001,165,61.46,64.1,15,0,,118.65,57
2023-06-01,S001_P0001,244,11.27,15.23,10,1,,210.63,58
2023-06-02,S001_P0001,442,11.77,7.63,5,0,,84.27,147
2023-06-03,S001_P0001,101,98.26,102.87,5,1,,114.04,149
2023-06-04,S001_P0001,206,12.5,14.92,15,0,,49.52,171
2023-06-05,S001_P0001,338,84.31,87.36,15,0,,57.02,146
2023-06-06,S001_P0001,250,53.26,50.99,0,1,,166.04,180
2023-06-07,S001_P0001,390,86.3,85.88,0,0,,10.87,99
2023-06-08,S001_P0001,348,24.33,26.69,10,0,,330.76,177
2023-06-09,S001_P0001,448,84.49,80.43,0,1,,51.11,90
2023-06-10,S001_P0001,227,14.71,14.95,5,0,,100.26,27
2023-06-11,S001_P0001,290,78.34,81.1,15,0,,218.33,39
2023-06-12,S001_P0001,458,97.1,93.43,10,1,,-0.8,104
2023-06-13,S001_P0001,84,68.8,71.65,5,0,,65.88,151
2023-06-14,S001_P0001,284,54.41,54.35,5,1,,282.22,90
2023-06-15,S001_P0001,227,35.35,32.11,0,0,,86.99,128
2023-06-16,S001_P0001,191,30.67,33.91,5,0,,135.89,132
2023-06-17,S001_P0001,177,21.82,24.3,15,1,,45.68,103
2023-06-18,S001_P0001,462,66.11,65.67,0,1,,441.14,134
2023-06-19,S001_P0001,321,98.51,100.78,15,0,,172.76,67
2023-06-20,S001_P0001,67,49.52,53.01,10,0,,51.79,136
2023-06-21,S001_P0001,269,25.44,30.42,5,0,,181.54,183
2023-06-22,S001_P0001,327,51.22,53.27,0,1,,304.84,26
2023-06-23,S001_P0001,253,55.94,56.77,0,1,,48.48,47
2023-06-24,S001_P0001,208,78.93,80.56,5,1,,62.32,156
2023-06-25,S001_P0001,77,21.06,23.66,10,1,,46.31,37
2023-06-26,S001_P0001,492,58.38,55.5,10,0,,298.42,112
2023-06-27,S001_P0001,107,48.12,45.65,0,0,,75.69,119
2023-06-28,S001_P0001,199,34.12,36.0,10,1,,190.06,70
2023-06-29,S001_P0001,406,87.49,90.95,20,1,,138.95,123
2023-06-30,S001_P0001,152,84.42,89.37,10,1,,69.14,67
2023-07-01,S001_P0001,291,55.11,55.66,20,1,,274.83,109
2023-07-02,S001_P0001,281,29.35,31.98,0,0,,160.29,140
2023-07-03,S001_P0001,330,19.19,15.13,15,0,,46.61,28
2023-07-04,S001_P0001,113,55.2,51.3,5,1,,44.88,168
2023-07-05,S001_P0001,425,78.63,83.36,5,1,,152.23,57
2023-07-06,S001_P0001,279,91.09,92.43,10,0,,39.66,123
2023-07-07,S001_P0001,486,10.65,14.52,5,0,,123.81,139
2023-07-08,S001_P0001,289,30.85,31.14,20,0,,162.81,55
2023-07-09,S001_P0001,79,53.78,53.1,20,0,,82.34,142
2023-07-10,S001_P0001,239,99.4,100.16,0,1,,92.71,35
2023-07-11,S001_P0001,214,90.91,89.23,10,1,,30.22,197
2023-07-12,S001_P0001,145,62.61,61.18,20,0,,138.02,48
2023-07-13,S001_P0001,340,13.13,15.95,20,0,,153.74,95
2023-07-14,S001_P0001,325,54.7,50.59,10,0,,169.18,186
2023-07-15,S001_P0001,168,12.67,11.65,20,1,,57.73,117
2023-07-16,S001_P0001,322,61.07,59.67,0,0,,206.05,197
2023-07-17,S001_P0001,164,71.1,72.44,0,1,,99.89,163
2023-07-18,S001_P0001,201,40.58,44.17,15,0,,182.55,142
2023-07-19,S001_P0001,445,18.89,18.8,0,0,,352.11,45
2023-07-20,S001_P0001,485,36.54,36.82,20,1,,365.54,198
2023-07-21,S001_P0001,237,38.88,34.31,0,1,,8.78,79
2023-07-22,S001_P0001,451,59.12,56.15,20,0,,144.69,66
2023-07-23,S001_P0001,400,12.78,16.98,10,1,,130.09,85
2023-07-24,S001_P0001,258,95.16,95.51,15,0,,252.36,63
2023-07-25,S001_P0001,416,79.37,79.58,0,0,,161.4,80
2023-07-26,S001_P0001,367,99.21,97.48,0,0,,163.05,164
2023-07-27,S001_P0001,475,85.19,89.12,20,0,,145.63,65
2023-07-28,S001_P0001,492,90.69,93.43,5,0,,358.05,95
2023-07-29,S001_P0001,76,61.42,59.05,20,0,,28.32,45
2023-07-30,S001_P0001,417,55.91,57.15,20,0,,378.85,118
2023-07-31,S001_P0001,94,38.26,38.44,0,1,,25.7,135
2023-08-01,S001_P0001,427,14.45,9.84,15,0,,125.93,137
2023-08-02,S001_P0001,315,57.37,54.8,15,1,,170.31,200
2023-08-03,S001_P0001,500,89.99,93.81,0,1,,451.42,115
2023-08-04,S001_P0001,65,18.7,15.52,0,0,,65.0,26
2023-08-05,S001_P0001,492,77.33,76.69,10,1,,28.72,31
2023-08-06,S001_P0001,201,21.51,23.63,5,1,,181.55,22
2023-08-07,S001_P0001,125,25.3,20.89,10,1,,6.86,106
2023-08-08,S001_P0001,435,61.35,59.94,20,1,,326.4,52
2023-08-09,S001_P0001,470,74.81,75.12,20,1,,462.39,88
2023-08-10,S001_P0001,356,89.55,86.89,15,0,,170.73,172
2023-08-11,S001_P0001,422,20.54,21.62,10,1,,96.63,149
2023-08-12,S001_P0001,140,34.72,37.8,5,0,,38.95,163
2023-08-13,S001_P0001,168,48.29,52.92,5,1,,162.19,184
2023-08-14,S001_P0001,386,51.7,49.67,0,0,,88.02,181
2023-08-15,S001_P0001,408,46.93,49.74,15,1,,285.27,148
2023-08-16,S001_P0001,64,63.26,66.29,10,0,,47.62,54
2023-08-17,S001_P0001,241,36.85,38.0,10,0,,243.91,130
2023-08-18,S001_P0001,333,19.63,23.48,20,0,,306.29,111
2023-08-19,S001_P0001,307,70.67,68.01,20,0,,57.3,161
2023-08-20,S001_P0001,184,39.83,36.8,20,1,,27.47,127
2023-08-21,S001_P0001,121,26.48,28.08,10,1,,131.55,88
2023-08-22,S001_P0001,182,55.54,57.71,20,0,,140.39,72
2023-08-23,S001_P0001,438,71.46,70.51,10,0,,31.12,59
2023-08-24,S001_P0001,266,78.31,79.57,10,0,,254.95,63
2023-08-25,S001_P0001,243,11.8,11.48,20,1,,102.75,129
2023-08-26,S001_P0001,271,33.69,30.04,5,0,,148.37,34
2023-08-27,S001_P0001,394,24.38,22.31,0,0,,213.45,189
2023-08-28,S001_P0001,190,94.51,95.96,15,0,,194.14,159
2023-08-29,S001_P0001,105,39.32,40.58,5,0,,-5.5,163
2023-08-30,S001_P0001,461,53.49,52.81,0,0,,308.08,60
2023-08-31,S001_P0001,154,19.32,19.45,15,1,,77.61,131
2023-09-01,S001_P0001,131,36.14,35.11,5,0,,80.28,186
2023-09-02,S001_P0001,188,36.75,32.87,15,0,,6.44,137
2023-09-03,S001_P0001,100,88.6,87.85,15,0,,67.44,114
2023-09-04,S001_P0001,73,87.97,83.49,20,1,,51.7,96
2023-09-05,S001_P0001,265,46.34,42.2,5,0,,31.09,107
2023-09-06,S001_P0001,130,54.62,53.34,0,1,,127.96,143
2023-09-07,S001_P0001,457,38.18,39.0,20,1,,377.13,52
2023-09-08,S001_P0001,51,70.26,70.01,0,1,,31.97,89
2023-09-09,S001_P0001,473,19.24,17.48,20,0,,122.33,29
2023-09-10,S001_P0001,463,32.0,33.07,20,0,,108.93,120
2023-09-11,S001_P0001,201,41.79,46.17,15,0,,64.19,117
2023-09-12,S001_P0001,83,36.53,37.52,5,1,,3.87,32
2023-09-13,S001_P0001,179,22.92,27.82,5,1,,110.4,82
2023-09-14,S001_P0001,244,43.07,40.52,0,1,,53.36,87
2023-09-15,S001_P0001,79,87.1,84.85,10,0,,24.57,47
2023-09-16,S001_P0001,499,29.46,27.74,10,1,,128.02,153
2023-09-17,S001_P0001,456,64.34,64.26,10,1,,139.62,34
2023-09-18,S001_P0001,492,30.2,34.48,10,1,,266.51,143
2023-09-19,S001_P0001,441,41.49,36.75,5,0,,66.92,132
2023-09-20,S001_P0001,138,87.21,85.22,15,0,,104.53,83
2023-09-21,S001_P0001,357,20.33,20.39,5,1,,323.66,65
2023-09-22,S001_P0001,444,88.53,88.1,5,1,,252.02,149
2023-09-23,S001_P0001,374,37.12,34.17,5,0,,289.15,181
2023-09-24,S001_P0001,167,30.49,34.45,15,1,,27.01,58
2023-09-25,S001_P0001,264,56.46,52.82,20,0,,58.84,63
2023-09-26,S001_P0001,200,68.24,68.29,20,0,,111.74,147
2023-09-27,S001_P0001,376,46.7,48.19,10,1,,357.9,73
2023-09-28,S001_P0001,296,46.88,49.68,15,1,,229.46,59
2023-09-29,S001_P0001,388,93.7,95.03,15,0,,282.7,180
2023-09-30,S001_P0001,343,61.24,66.03,10,1,,80.28,190
2023-10-01,S001_P0001,70,87.49,84.92,10,0,,30.73,90
2023-10-02,S001_P0001,382,68.08,69.64,10,0,,34.66,173
2023-10-03,S001_P0001,355,29.16,29.0,15,1,,220.42,154
2023-10-04,S001_P0001,162,75.97,71.9,20,0,,94.4,118
2023-10-05,S001_P0001,287,12.62,16.65,15,0,,64.96,69
2023-10-06,S001_P0001,446,78.57,74.52,15,0,,425.93,179
2023-10-07,S001_P0001,111,45.85,42.01,10,0,,14.62,116
2023-10-08,S001_P0001,114,94.18,94.07,5,1,,21.4,39
2023-10-09,S001_P0001,417,25.79,29.43,5,1,,125.02,160
2023-10-10,S001_P0001,56,97.8,101.37,5,1,,51.65,140
2023-10-11,S001_P0001,50,12.94,16.46,20,0,,22.48,115
2023-10-12,S001_P0001,270,34.85,38.09,5,1,,93.39,163
2023-10-13,S001_P0001,245,53.46,57.27,5,1,,234.84,165
2023-10-14,S001_P0001,480,89.99,94.29,20,0,,31.22,55
2023-10-15,S001_P0001,448,67.71,64.72,0,1,,29.34,64
2023-10-16,S001_P0001,113,41.77,44.48,15,1,,116.73,193
2023-10-17,S001_P0001,168,87.02,89.29,5,0,,116.88,198
2023-10-18,S001_P0001,286,72.33,72.86,10,0,,120.45,31
2023-10-19,S001_P0001,352,87.17,82.57,0,0,,205.46,26
2023-10-20,S001_P0001,395,48.96,45.07,0,1,,375.38,150
2023-10-21,S001_P0001,182,63.01,58.31,0,0,,62.96,47
2023-10-22,S001_P0001,170,99.97,104.38,0,0,,149.24,119
2023-10-23,S001_P0001,389,79.24,79.95,5,0,,391.47,58
2023-10-24,S001_P0001,190,14.71,10.19,5,0,,32.13,62
2023-10-25,S001_P0001,116,53.69,50.31,0,0,,44.88,83
2023-10-26,S001_P0001,219,50.2,45.5,10,0,,187.85,188
2023-10-27,S001_P0001,275,28.43,30.86,15,1,,25.59,64
2023-10-28,S001_P0001,277,68.06,65.15,15,0,,253.06,200
2023-10-29,S001_P0001,243,82.78,81.61,20,1,,213.71,28
2023-10-30,S001_P0001,371,70.32,68.15,15,1,,377.14,200
2023-10-31,S001_P0001,433,67.21,70.92,0,1,,330.83,47
2023-11-01,S001_P0001,110,62.27,66.7,5,1,,31.36,81
2023-11-02,S001_P0001,386,70.51,68.81,20,0,,147.8,123
2023-11-03,S001_P0001,242,75.65,73.95,20,0,,148.2,186
2023-11-04,S001_P0001,287,35.5,32.96,10,1,,193.64,62
2023-11-05,S001_P0001,166,54.31,50.28,20,1,,37.23,186
2023-11-06,S001_P0001,54,39.85,42.19,0,0,,61.46,152
2022-01-02,S001_P0002,416,19.78,18.76,15,0,,171.6,79
2022-01-03,S001_P0002,282,54.02,52.91,0,0,,193.26,70
2022-01-04,S001_P0002,91,88.22,87.44,15,1,,82.65,142
2022-01-05,S001_P0002,270,79.54,80.22,10,0,,237.0,165
2022-01-06,S001_P0002,262,47.32,45.33,0,0,,228.65,114
2022-01-07,S001_P0002,255,80.82,81.11,5,0,,125.73,66
2022-01-08,S001_P0002,55,72.12,73.33,5,0,,44.32,34
2022-01-09,S001_P0002,142,96.33,95.03,15,1,,28.55,67
2022-01-10,S001_P0002,222,42.03,41.89,5,0,,173.86,121
2022-01-11,S001_P0002,127,37.38,32.62,10,0,,123.66,143
2022-01-12,S001_P0002,85,26.45,24.61,10,0,,77.52,155
2022-01-13,S001_P0002,465,82.04,83.15,10,0,,308.77,157
2022-01-14,S001_P0002,374,50.09,51.82,10,0,,250.96,59
2022-01-15,S001_P0002,122,98.02,96.21,20,1,,111.5,160
2022-01-16,S001_P0002,447,70.53,65.55,10,1,,230.27,129
2022-01-17,S001_P0002,236,26.66,23.33,10,1,,169.21,181
2022-01-18,S001_P0002,103,45.9,44.38,5,1,,2.15,132
2022-01-19,S001_P0002,299,53.18,50.35,15,1,,160.2,37
2022-01-20,S001_P0002,319,86.85,91.62,5,0,,187.39,154
2022-01-21,S001_P0002,220,22.82,23.11,0,0,,183.37,20
2022-01-22,S001_P0002,441,13.91,10.57,20,0,,413.41,83
2022-01-23,S001_P0002,263,82.23,85.42,10,1,,105.32,108
2022-01-24,S001_P0002,412,21.08,16.9,0,0,,152.76,196
2022-01-25,S001_P0002,241,48.79,52.01,0,1,,255.03,40
2022-01-26,S001_P0002,70,71.22,69.48,0,0,,13.8,160
2022-01-27,S001_P0002,230,44.94,43.93,10,0,,68.9,108
2022-01-28,S001_P0002,284,73.32,73.86,15,1,,50.15,185
2022-01-29,S001_P0002,306,42.11,38.94,5,1,,117.43,123
2022-01-30,S001_P0002,178,99.71,104.18,20,1,,140.19,21
2022-01-31,S001_P0002,411,80.69,76.02,0,1,,375.34,63
2022-02-01,S001_P0002,268,98.79,101.06,20,0,,40.41,180
2022-02-02,S001_P0002,438,49.22,48.08,15,0,,183.49,77
2022-02-03,S001_P0002,142,93.69,92.37,20,1,,100.21,143
2022-02-04,S001_P0002,274,82.89,82.41,0,1,,149.38,139
2022-02-05,S001_P0002,332,75.69,76.69,20,1,,289.38,80
2022-02-06,S001_P0002,202,30.5,27.65,5,1,,173.44,136
2022-02-07,S001_P0002,255,68.96,71.92,10,0,,221.99,57
2022-02-08,S001_P0002,353,29.91,28.69,20,0,,297.07,59
2022-02-09,S001_P0002,196,87.7,87.08,10,0,,136.68,82
2022-02-10,S001_P0002,233,85.11,86.03,10,0,,114.69,39
2022-02-11,S001_P0002,296,83.76,83.76,0,0,,60.8,148
2022-02-12,S001_P0002,138,86.92,83.56,20,0,,35.41,94
2022-02-13,S001_P0002,388,30.44,25.52,15,1,,181.8,145
2022-02-14,S001_P0002,123,61.63,62.22,0,0,,84.01,114
2022-02-15,S001_P0002,192,17.11,13.41,5,1,,47.57,93
2022-02-16,S001_P0002,316,32.14,27.37,10,0,,302.44,82
2022-02-17,S001_P0002,449,54.57,56.86,0,1,,432.77,154
2022-02-18,S001_P0002,302,89.9,89.38,20,0,,136.53,45
2022-02-19,S001_P0002,449,54.94,59.1,10,1,,264.66,61
2022-02-20,S001_P0002,355,49.59,49.88,10,0,,305.75,32
2022-02-21,S001_P0002,238,56.7,57.63,10,0,,188.22,174
2022-02-22,S001_P0002,204,36.67,37.42,15,1,,88.78,153
2022-02-23,S001_P0002,180,57.62,56.98,10,1,,132.94,157
2022-02-24,S001_P0002,95,17.68,18.33,5,1,,99.45,29
2022-02-25,S001_P0002,443,89.08,87.24,0,1,,343.32,182
2022-02-26,S001_P0002,280,60.41,59.62,15,1,,163.62,109
2022-02-27,S001_P0002,173,49.83,45.57,0,1,,65.91,95
2022-02-28,S001_P0002,182,32.76,36.82,20,0,,21.35,76
2022-03-01,S001_P0002,215,47.19,43.17,20,1,,51.76,32
2022-03-02,S001_P0002,230,11.31,7.21,10,0,,46.92,73
2022-03-03,S001_P0002,400,65.73,69.94,5,1,,308.85,152
2022-03-04,S001_P0002,222,95.46,94.69,5,0,,197.54,32
2022-03-05,S001_P0002,431,67.32,62.8,0,0,,184.09,123
2022-03-06,S001_P0002,89,42.9,40.38,15,0,,11.26,82
2022-03-07,S001_P0002,254,60.26,64.08,0,1,,168.76,164
2022-03-08,S001_P0002,368,99.81,97.63,10,0,,285.57,112
2022-03-09,S001_P0002,88,40.05,40.31,20,0,,59.8,110
2022-03-10,S001_P0002,111,31.11,35.26,20,0,,100.07,113
2022-03-11,S001_P0002,358,94.2,95.33,10,0,,225.61,108
2022-03-12,S001_P0002,491,64.71,61.87,0,1,,314.74,39
2022-03-13,S001_P0002,172,19.99,20.52,15,0,,162.71,174
2022-03-14,S001_P0002,229,75.56,77.35,20,1,,122.64,108
2022-03-15,S001_P0002,405,34.94,36.59,5,0,,355.26,96
2022-03-16,S001_P0002,111,83.43,79.92,20,1,,118.9,23
2022-03-17,S001_P0002,312,29.2,28.24,10,0,,203.23,27
2022-03-18,S001_P0002,139,50.22,46.13,20,1,,138.1,188
2022-03-19,S001_P0002,110,16.61,15.36,20,1,,106.68,167
2022-03-20,S001_P0002,454,54.25,50.4,20,1,,16.34,177
2022-03-21,S001_P0002,395,86.89,86.78,10,0,,276.77,156
2022-03-22,S001_P0002,196,47.88,42.99,0,0,,68.88,144
2022-03-23,S001_P0002,447,81.04,78.1,20,1,,260.32,168
2022-03-24,S001_P0002,268,57.91,57.0,0,1,,222.7,159
2022-03-25,S001_P0002,132,10.5,6.89,10,1,,126.51,170
2022-03-26,S001_P0002,331,42.15,44.37,15,1,,142.08,84
2022-03-27,S001_P0002,393,31.41,34.51,0,0,,391.46,62
2022-03-28,S001_P0002,195,11.7,10.45,10,0,,127.39,64
2022-03-29,S001_P0002,205,84.79,83.0,10,0,,144.58,134
2022-03-30,S001_P0002,328,30.48,27.16,0,1,,10.29,189
2022-03-31,S001_P0002,70,41.2,37.29,0,0,,55.55,33
2022-04-01,S001_P0002,302,14.23,13.13,20,0,,80.55,190
2022-04-02,S001_P0002,232,78.3,82.21,0,0,,86.8,149
2022-04-03,S001_P0002,408,19.99,17.19,5,0,,192.74,107
2022-04-04,S001_P0002,336,13.23,16.6,0,1,,288.7,83
2022-04-05,S001_P0002,310,76.29,76.34,10,1,,250.49,58
2022-04-06,S001_P0002,129,86.5,83.36,5,0,,41.54,162
2022-04-07,S001_P0002,165,83.68,85.22,10,1,,19.43,45
2022-04-08,S001_P0002,191,31.32,32.41,5,1,,198.33,38
2022-04-09,S001_P0002,118,13.25,16.3,15,0,,53.02,104
2022-04-10,S001_P0002,232,88.0,90.31,5,1,,26.03,37
2022-04-11,S001_P0002,461,93.75,98.7,10,0,,141.24,40
2022-04-12,S001_P0002,499,42.56,46.7,10,0,,221.29,23
2022-04-13,S001_P0002,257,84.63,79.88,0,0,,219.18,183
2022-04-14,S001_P0002,389,64.32,63.41,0,0,,-7.44,144
2022-04-15,S001_P0002,317,74.44,70.79,10,0,,43.8,148
2022-04-16,S001_P0002,280,23.86,28.62,5,0,,219.3,138
2022-04-17,S001_P0002,230,92.31,89.0,0,1,,52.33,61
2022-04-18,S001_P0002,319,45.2,47.76,10,0,,269.27,99
2022-04-19,S001_P0002,450,51.46,51.1,0,0,,317.25,102
2022-04-20,S001_P0002,214,25.8,26.67,10,0,,121.88,51
2022-04-21,S001_P0002,71,86.47,82.11,20,0,,26.06,91
2022-04-22,S001_P0002,285,85.52,82.43,0,0,,88.15,189
2022-04-23,S001_P0002,322,81.83,78.87,15,1,,232.7,149
2022-04-24,S001_P0002,321,92.77,90.71,20,0,,276.32,169
2022-04-25,S001_P0002,415,53.9,52.08,20,1,,376.94,35
2022-04-26,S001_P0002,227,61.3,62.92,15,0,,212.82,72
2022-04-27,S001_P0002,203,46.39,43.49,15,1,,128.89,151
2022-04-28,S001_P0002,174,85.85,81.74,0,0,,130.18,86
2022-04-29,S001_P0002,364,35.96,35.85,0,1,,235.63,49
2022-04-30,S001_P0002,256,18.51,22.71,10,1,,107.49,57
2022-05-01,S001_P0002,204,23.57,25.08,15,0,,115.11,165
